Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
Magdalena,2022-02-01 07:00:09,00:09:28,,Kroniki Seinfelda: Sezon 6: Drukarka do metek (Odcinek 12),,Chrome PC (Cadmium),00:09:28,Not latest view,PL (Poland)
Magdalena,2022-01-31 22:42:17,00:10:08,,Nicole Byer: BBW (Big Beautiful Weirdo),,Chrome PC (Cadmium),00:31:23,00:31:23,PL (Poland)
Magdalena,2022-01-31 22:36:26,00:00:55,Autoplayed: user action: None; ,Zwiastun: Michelle Wolf: Joke Show,TRAILER,Chrome PC (Cadmium),00:00:00,00:00:00,PL (Poland)
Magdalena,2022-01-31 07:23:16,00:00:04,Autoplayed: user action: None; ,Kroniki Seinfelda: Sezon 6: Drukarka do metek (Odcinek 12),,Chrome PC (Cadmium),00:00:04,Not latest view,PL (Poland)
Magdalena,2022-01-31 06:54:38,00:22:51,,Kroniki Seinfelda: Sezon 6: Podmianka (Odcinek 11),,Chrome PC (Cadmium),00:22:51,00:22:51,PL (Poland)
Magdalena,2022-01-31 06:52:49,00:01:30,Autoplayed: user action: None; ,Seth Rogen’s Hilarity for Charity (główny zwiastun),TRAILER,Chrome PC (Cadmium),00:00:00,00:00:00,PL (Poland)
Magdalena,2022-01-30 22:51:21,00:02:08,,Porady różowej brygady: Sezon 2: Przebudzenie seksownej bestii (Odcinek 3),,Chrome PC (Cadmium),00:02:14,Not latest view,PL (Poland)
Magdalena,2022-01-30 22:23:02,00:28:10,,"Porady różowej brygady: Sezon 2: Boże, błogosław gejów (Odcinek 1)",,Chrome PC (Cadmium),00:50:23,00:50:23,PL (Poland)
Magdalena,2022-01-30 22:22:17,00:00:10,,Porady różowej brygady: Wycieczka do Japonii!: Sezon 1: Japońskie wakacje (Odcinek 1),,Chrome PC (Cadmium),00:00:10,00:00:10,PL (Poland)
Magdalena,2022-01-30 22:21:31,00:00:11,Autoplayed: user action: None; ,Gdzie jest mój agent?: Sezon 2 (zwiastun),TRAILER,Chrome PC (Cadmium),00:00:12,00:00:12,PL (Poland)
Magdalena,2022-01-30 22:20:59,00:00:11,Autoplayed: user action: None; ,Clip 6 Hiacynt,HOOK,Chrome PC (Cadmium),00:00:11,00:00:11,PL (Poland)
Magdalena,2022-01-30 13:10:09,00:22:13,,"Porady różowej brygady: Sezon 2: Boże, błogosław gejów (Odcinek 1)",,Chrome PC (Cadmium),00:22:13,Not latest view,PL (Poland)
Magdalena,2022-01-30 13:09:44,00:00:18,,Porady różowej brygady: Sezon 2: Propozycja nie do odrzucenia (Odcinek 2),,Chrome PC (Cadmium),00:18:09,00:18:09,PL (Poland)
Magdalena,2022-01-30 13:09:24,00:00:10,Autoplayed: user action: None; ,Sezon 1 (zwiastun): Ciekawe pytania Jonathana Van Nessa,TRAILER,Chrome PC (Cadmium),00:00:10,00:00:10,PL (Poland)
Magdalena,2022-01-30 13:08:46,00:00:34,Autoplayed: user action: None; ,Joe Mande’s Award-Winning Comedy Special (zwiastun),TRAILER,Chrome PC (Cadmium),00:00:34,00:00:34,PL (Poland)
Magdalena,2022-01-30 08:32:21,00:11:59,,Kroniki Seinfelda: Sezon 6: Wyścig (Odcinek 10),,Chrome PC (Cadmium),00:23:50,00:23:50,PL (Poland)
Magdalena,2022-01-30 08:31:25,00:00:37,Autoplayed: user action: None; ,Teaser: Aziz Ansari: Nightclub Comedian,TRAILER,Chrome PC (Cadmium),00:00:00,00:00:00,PL (Poland)
Magdalena,2022-01-29 22:50:34,00:41:04,,Porady różowej brygady: Sezon 2: Propozycja nie do odrzucenia (Odcinek 2),,Chrome PC (Cadmium),00:41:09,Not latest view,PL (Poland)
Magdalena,2022-01-29 22:00:11,00:50:22,,"Porady różowej brygady: Sezon 2: Boże, błogosław gejów (Odcinek 1)",,Chrome PC (Cadmium),00:50:22,Not latest view,PL (Poland)
Magdalena,2022-01-29 20:59:16,00:45:06,,Porady różowej brygady: Sezon 1: Jak bracia (Odcinek 8),,Chrome PC (Cadmium),00:45:06,00:45:06,PL (Poland)
Magdalena,2022-01-29 20:20:16,00:35:52,,Porady różowej brygady: Sezon 1: Mocno przeciętny Joe (Odcinek 7),,Chrome PC (Cadmium),00:42:58,00:42:58,PL (Poland)
Magdalena,2022-01-29 19:43:42,00:20:17,,Porady różowej brygady: Sezon 1: Człowiek renesansu (Odcinek 6),,Chrome PC (Cadmium),00:43:48,00:43:48,PL (Poland)
Magdalena,2022-01-29 19:40:05,00:00:57,Autoplayed: user action: None; ,Sezon 1 (teaser nr 1): Z zimnej strefy,TEASER_TRAILER,Chrome PC (Cadmium),00:00:00,00:00:00,PL (Poland)
Magdalena,2022-01-29 09:01:14,00:11:51,,Kroniki Seinfelda: Sezon 6: Wyścig (Odcinek 10),,Chrome PC (Cadmium),00:11:51,Not latest view,PL (Poland)
Magdalena,2022-01-29 08:58:22,00:02:38,,Kroniki Seinfelda: Sezon 6: Sekretarka (Odcinek 9),,Chrome PC (Cadmium),00:21:20,00:21:20,PL (Poland)
Magdalena,2022-01-29 08:57:42,00:00:31,Autoplayed: user action: None; ,Gramy u siebie (Klip): Gramy u siebie,HOOK,Chrome PC (Cadmium),00:00:00,00:00:00,PL (Poland)
Magdalena,2022-01-28 21:58:47,00:03:35,,Ricky Gervais: Humanity,,Chrome PC (Cadmium),00:03:37,00:03:37,PL (Poland)
Magdalena,2022-01-28 21:58:04,00:00:31,Autoplayed: user action: None; ,Ricky Gervais: Humanity_hook_05_16x9,HOOK,Chrome PC (Cadmium),00:00:31,00:00:31,PL (Poland)
Magdalena,2022-01-28 21:57:25,00:00:07,Autoplayed: user action: None; ,Season 1 Informative Clip 1 (Friendly Poop): Getting Curious with Jonathan Van Ness,HOOK,Chrome PC (Cadmium),00:00:07,00:00:07,PL (Poland)
Magdalena,2022-01-28 21:34:28,00:22:44,,Kobieta z domu naprzeciwko dziewczyny w oknie: Sezon 1: Odcinek 8 (Odcinek 8),,Chrome PC (Cadmium),00:22:53,00:22:53,PL (Poland)
Magdalena,2022-01-28 21:13:08,00:21:18,,Kobieta z domu naprzeciwko dziewczyny w oknie: Sezon 1: Odcinek 7 (Odcinek 7),,Chrome PC (Cadmium),00:21:29,00:21:29,PL (Poland)
Magdalena,2022-01-28 20:54:00,00:19:07,,Kobieta z domu naprzeciwko dziewczyny w oknie: Sezon 1: Odcinek 6 (Odcinek 6),,Chrome PC (Cadmium),00:19:17,00:19:17,PL (Poland)
Magdalena,2022-01-28 20:38:19,00:01:48,,Kobieta z domu naprzeciwko dziewczyny w oknie: Sezon 1: Odcinek 5 (Odcinek 5),,Chrome PC (Cadmium),00:20:43,00:20:43,PL (Poland)
Magdalena,2022-01-28 19:19:17,00:18:45,,Kobieta z domu naprzeciwko dziewczyny w oknie: Sezon 1: Odcinek 5 (Odcinek 5),,Chrome PC (Cadmium),00:18:54,Not latest view,PL (Poland)
Magdalena,2022-01-28 18:56:20,00:22:55,,Kobieta z domu naprzeciwko dziewczyny w oknie: Sezon 1: Odcinek 4 (Odcinek 4),,Chrome PC (Cadmium),00:23:05,00:23:05,PL (Poland)
Magdalena,2022-01-28 18:29:24,00:26:53,,Kobieta z domu naprzeciwko dziewczyny w oknie: Sezon 1: Odcinek 3 (Odcinek 3),,Chrome PC (Cadmium),00:26:37,00:26:37,PL (Poland)
Magdalena,2022-01-28 18:05:40,00:23:44,,Kobieta z domu naprzeciwko dziewczyny w oknie: Sezon 1: Odcinek 2 (Odcinek 2),,Chrome PC (Cadmium),00:23:53,00:23:53,PL (Poland)
Magdalena,2022-01-28 17:40:40,00:24:55,,Kobieta z domu naprzeciwko dziewczyny w oknie: Sezon 1: Odcinek 1 (Odcinek 1),,Chrome PC (Cadmium),00:26:31,00:26:31,PL (Poland)
Magdalena,2022-01-28 17:37:33,00:01:53,,Kobieta z domu naprzeciwko dziewczyny w oknie: Sezon 1: Odcinek 1 (Odcinek 1),,Chrome PC (Cadmium),00:01:53,Not latest view,PL (Poland)
Magdalena,2022-01-28 17:37:19,00:00:21,Autoplayed: user action: None; ,Sezon 1 (zwiastun): Kobieta z domu naprzeciwko dziewczyny w oknie,TRAILER,Chrome PC (Cadmium),00:00:21,00:00:21,PL (Poland)
Magdalena,2022-01-28 05:54:38,00:16:48,,Kroniki Seinfelda: Sezon 6: Sekretarka (Odcinek 9),,Chrome PC (Cadmium),00:16:48,Not latest view,PL (Poland)
Magdalena,2022-01-28 05:54:38,00:17:40,,Kroniki Seinfelda: Sezon 6: Sekretarka (Odcinek 9),,Chrome PC (Cadmium),00:17:40,Not latest view,PL (Poland)
Magdalena,2022-01-28 05:53:27,00:00:36,Autoplayed: user action: None; ,Sezon 1 (Klip): Jestem Georgina,HOOK,Chrome PC (Cadmium),00:00:00,00:00:00,PL (Poland)
Magdalena,2022-01-27 06:55:13,00:13:16,,Kroniki Seinfelda: Sezon 6: Rodzinny sklepik (Odcinek 8),,Chrome PC (Cadmium),00:22:52,00:22:52,PL (Poland)
Magdalena,2022-01-27 06:51:45,00:00:40,Autoplayed: user action: None; ,Rich Hook #2: Marc Maron: End Times Fun,HOOK,Chrome PC (Cadmium),00:00:00,00:00:00,PL (Poland)
Magdalena,2022-01-26 22:06:34,00:40:25,,Dziewczyny nad wyraz: Sezon 4: Niedaleko od jabłoni (Odcinek 16),,Chrome PC (Cadmium),00:41:29,00:41:29,PL (Poland)
Magdalena,2022-01-26 21:36:36,00:29:57,,Dziewczyny nad wyraz: Sezon 4: Miłość (Odcinek 15),,Chrome PC (Cadmium),00:41:32,00:41:32,PL (Poland)
Magdalena,2022-01-26 21:36:17,00:00:04,Autoplayed: user action: None; ,Sezon 1 (Channel 4) (zwiastun): Feel Good,TRAILER,Chrome PC (Cadmium),00:00:04,00:00:04,PL (Poland)
Magdalena,2022-01-26 21:12:55,00:00:37,,Mroczne pożądanie: Sezon 1: Serce oskarżycielem (Odcinek 8),,Chrome PC (Cadmium),00:26:28,00:26:28,PL (Poland)
Magdalena,2022-01-26 21:11:18,00:01:28,,Mroczne pożądanie: Sezon 1: Zadarłeś z niewłaściwą kobietą (Odcinek 7),,Chrome PC (Cadmium),00:06:18,00:06:18,PL (Poland)
Magdalena,2022-01-26 21:10:56,00:00:18,,Mroczne pożądanie: Sezon 1: Tęsknisz za starymi czasami? (Odcinek 6),,Chrome PC (Cadmium),00:00:18,00:00:18,PL (Poland)
Magdalena,2022-01-26 21:08:37,00:02:05,,Mroczne pożądanie: Sezon 1: Co wiesz o Daríu Guerrze? (Odcinek 5),,Chrome PC (Cadmium),00:33:59,00:33:59,PL (Poland)
Magdalena,2022-01-26 21:06:05,00:02:17,,"Mroczne pożądanie: Sezon 1: Miłość, to słowo (Odcinek 4)",,Chrome PC (Cadmium),00:31:21,00:31:21,PL (Poland)
Magdalena,2022-01-26 21:02:13,00:03:44,,Mroczne pożądanie: Sezon 1: Jesteśmy dla siebie namiastkami (Odcinek 3),,Chrome PC (Cadmium),00:20:47,00:20:47,PL (Poland)
Magdalena,2022-01-26 20:58:39,00:03:13,,Mroczne pożądanie: Sezon 1: Ostatnia namiętna noc (Odcinek 2),,Chrome PC (Cadmium),00:27:10,00:27:10,PL (Poland)
Magdalena,2022-01-26 20:53:02,00:05:23,,Mroczne pożądanie: Sezon 1: To tylko seks (Odcinek 1),,Chrome PC (Cadmium),00:34:55,00:34:55,PL (Poland)
Magdalena,2022-01-26 20:52:13,00:00:15,Autoplayed: user action: None; ,Sezon 1 (zwiastun): Mroczne pożądanie,TRAILER,Chrome PC (Cadmium),00:00:15,00:00:15,PL (Poland)
Magdalena,2022-01-26 20:51:30,00:00:32,Autoplayed: user action: None; ,One Day at a Time: Sezon 3 (zwiastun),TRAILER,Chrome PC (Cadmium),00:00:32,00:00:32,PL (Poland)
Magdalena,2022-01-26 20:51:08,00:00:06,Autoplayed: user action: None; ,Sezon 2 (teaser nr 2): Mroczne pożądanie,TEASER_TRAILER,Chrome PC (Cadmium),00:00:06,00:00:06,PL (Poland)
Magdalena,2022-01-26 20:50:54,00:00:06,Autoplayed: user action: None; ,Zwiastun nr 2: Oszust z Tindera,TRAILER,Chrome PC (Cadmium),00:00:06,00:00:06,PL (Poland)
Magdalena,2022-01-26 20:50:21,00:00:09,Autoplayed: user action: None; ,Sezon 2 (zwiastun): Toy Boy,TRAILER,Chrome PC (Cadmium),00:00:09,00:00:09,PL (Poland)
Magdalena,2022-01-26 20:49:54,00:00:09,Autoplayed: user action: None; ,Miłosne taktyki (Klip): Miłosne taktyki,HOOK,Chrome PC (Cadmium),00:00:09,00:00:09,PL (Poland)
Magdalena,2022-01-26 20:48:37,00:00:07,Autoplayed: user action: None; ,Zwiastun: Ms. Pat: Y'all Wanna Hear Something Crazy?,TRAILER,Chrome PC (Cadmium),00:00:07,00:00:07,PL (Poland)
Magdalena,2022-01-26 20:48:05,00:00:23,Autoplayed: user action: None; ,Sezon 2 (zwiastun): Dorwać mordercę,TRAILER,Chrome PC (Cadmium),00:00:23,00:00:23,PL (Poland)
Magdalena,2022-01-26 20:47:52,00:00:10,Autoplayed: user action: None; ,Teaser: Przez moje okno,TEASER_TRAILER,Chrome PC (Cadmium),00:00:10,00:00:10,PL (Poland)
Magdalena,2022-01-26 20:46:37,00:01:14,Autoplayed: user action: None; ,Sezon 1 (zwiastun): Murderville,TRAILER,Chrome PC (Cadmium),00:01:23,Not latest view,PL (Poland)
Magdalena,2022-01-26 20:46:25,00:00:09,Autoplayed: user action: None; ,Sezon 1 (zwiastun): Murderville,TRAILER,Chrome PC (Cadmium),00:00:09,Not latest view,PL (Poland)
Magdalena,2022-01-26 20:46:15,00:00:06,Autoplayed: user action: None; ,Sezon 1 (teaser): Ola poszukuje,TEASER_TRAILER,Chrome PC (Cadmium),00:00:06,00:00:06,PL (Poland)
Magdalena,2022-01-26 20:45:39,00:00:15,Autoplayed: user action: None; ,Sezon 1 (zwiastun): Modni i modniejsi,TRAILER,Chrome PC (Cadmium),00:00:15,00:00:15,PL (Poland)
Magdalena,2022-01-26 19:05:03,00:00:55,Autoplayed: user action: None; ,Todd Barry: Spicy Honey (zwiastun),TRAILER,Chrome PC (Cadmium),00:00:00,00:00:00,PL (Poland)
Magdalena,2022-01-26 18:31:27,00:00:55,Autoplayed: user action: None; ,Todd Barry: Spicy Honey (zwiastun),TRAILER,Chrome PC (Cadmium),00:00:00,Not latest view,PL (Poland)
Magdalena,2022-01-26 18:30:48,00:00:08,Autoplayed: user action: None; ,Sezon 1 (zwiastun): Siły Kosmiczne,TRAILER,Chrome PC (Cadmium),00:00:08,00:00:08,PL (Poland)
Magdalena,2022-01-26 18:29:07,00:00:06,Autoplayed: user action: None; ,Todd Barry: Spicy Honey (zwiastun),TRAILER,Chrome PC (Cadmium),00:00:06,Not latest view,PL (Poland)
Magdalena,2022-01-26 18:27:48,00:00:45,Autoplayed: user action: None; ,Todd Barry: Spicy Honey (zwiastun),TRAILER,Chrome PC (Cadmium),00:00:45,Not latest view,PL (Poland)
Magdalena,2022-01-26 18:26:33,00:01:12,,Porady różowej brygady: Sezon 1: Człowiek renesansu (Odcinek 6),,Chrome PC (Cadmium),00:23:31,Not latest view,PL (Poland)
Magdalena,2022-01-26 18:26:22,00:00:06,Autoplayed: user action: None; ,Sezon 6 (Klip): Porady różowej brygady,HOOK,Chrome PC (Cadmium),00:00:06,00:00:06,PL (Poland)
Magdalena,2022-01-26 18:25:23,00:00:50,Autoplayed: user action: None; ,Todd Barry: Spicy Honey (zwiastun),TRAILER,Chrome PC (Cadmium),00:00:50,Not latest view,PL (Poland)
Magdalena,2022-01-26 06:59:30,00:09:40,,Kroniki Seinfelda: Sezon 6: Rodzinny sklepik (Odcinek 8),,Chrome PC (Cadmium),00:09:40,Not latest view,PL (Poland)
Magdalena,2022-01-26 06:55:32,00:03:44,,Kroniki Seinfelda: Sezon 6: Zupa (Odcinek 7),,Chrome PC (Cadmium),00:22:51,00:22:51,PL (Poland)
Magdalena,2022-01-26 06:49:26,00:02:23,,Love (zwiastun),TRAILER,Chrome PC (Cadmium),00:00:00,00:00:00,PL (Poland)
Magdalena,2022-01-25 06:57:06,00:19:09,,Kroniki Seinfelda: Sezon 6: Zupa (Odcinek 7),,Chrome PC (Cadmium),00:19:09,Not latest view,PL (Poland)
Magdalena,2022-01-25 06:53:57,00:01:17,Autoplayed: user action: None; ,Sezon 4: Część 1 (teaser): Ozark,TEASER_TRAILER,Chrome PC (Cadmium),00:00:00,00:00:00,PL (Poland)
Magdalena,2022-01-24 06:53:19,00:10:14,,Kroniki Seinfelda: Sezon 6: Gimnastyczka (Odcinek 6),,Chrome PC (Cadmium),00:22:33,00:22:33,PL (Poland)
Magdalena,2022-01-24 06:51:43,00:01:20,Autoplayed: user action: None; ,Sezon 1 (zwiastun): All of Us Are Dead,TRAILER,Chrome PC (Cadmium),00:01:20,00:01:20,PL (Poland)
Magdalena,2022-01-21 06:30:25,00:12:21,,Kroniki Seinfelda: Sezon 6: Gimnastyczka (Odcinek 6),,Chrome PC (Cadmium),00:12:21,Not latest view,PL (Poland)
Magdalena,2022-01-21 06:29:49,00:00:22,Autoplayed: user action: None; ,Zwiastun: W królewskim stylu,TRAILER,Chrome PC (Cadmium),00:00:22,00:00:22,PL (Poland)
Magdalena,2022-01-20 20:58:49,00:22:13,,Porady różowej brygady: Sezon 1: Człowiek renesansu (Odcinek 6),,Chrome PC (Cadmium),00:22:19,Not latest view,PL (Poland)
Magdalena,2022-01-20 20:17:07,00:41:41,,Porady różowej brygady: Sezon 1: Twarde zasady (Odcinek 5),,Chrome PC (Cadmium),00:41:47,00:41:47,PL (Poland)
Magdalena,2022-01-20 19:26:50,00:46:26,,Porady różowej brygady: Sezon 1: Jako gej czy nie gej? (Odcinek 4),,Chrome PC (Cadmium),00:46:31,00:46:31,PL (Poland)
Magdalena,2022-01-20 18:41:26,00:45:23,,Porady różowej brygady: Sezon 1: Zmiana stylu (Odcinek 3),,Chrome PC (Cadmium),00:45:28,00:45:28,PL (Poland)
Magdalena,2022-01-20 18:20:22,00:21:03,,Porady różowej brygady: Sezon 1: Yeti w nowej odsłonie (Odcinek 2),,Chrome PC (Cadmium),00:44:13,00:44:13,PL (Poland)
Magdalena,2022-01-20 06:54:41,00:11:32,,Kroniki Seinfelda: Sezon 6: Kanapa (Odcinek 5),,Chrome PC (Cadmium),00:22:39,00:22:39,PL (Poland)
Magdalena,2022-01-20 06:49:11,00:00:40,Autoplayed: user action: None; ,Sezon 1 (Klip): Mistrzowie mistyfikacji: Historie słynnych oszustów,HOOK,Chrome PC (Cadmium),00:00:00,00:00:00,PL (Poland)
Magdalena,2022-01-19 06:54:08,00:11:10,,Kroniki Seinfelda: Sezon 6: Kanapa (Odcinek 5),,Chrome PC (Cadmium),00:11:10,Not latest view,PL (Poland)
Magdalena,2022-01-19 06:53:56,00:00:03,,Kroniki Seinfelda: Sezon 6: Chinka (Odcinek 4),,Chrome PC (Cadmium),00:00:03,00:00:03,PL (Poland)
Magdalena,2022-01-19 06:49:41,00:01:01,Autoplayed: user action: None; ,On Becoming a God in Central Florida: On Becoming a God in Central Florida: S1_hook_primary_16x9,HOOK,Chrome PC (Cadmium),00:00:00,00:00:00,PL (Poland)
Magdalena,2022-01-18 06:58:20,00:21:29,,Kroniki Seinfelda: Sezon 6: Chinka (Odcinek 4),,Chrome PC (Cadmium),00:21:57,Not latest view,PL (Poland)
Magdalena,2022-01-18 06:57:19,00:00:47,Autoplayed: user action: None; ,STRIPDOWNRISEUP_CLIP_VILLAIN,HOOK,Chrome PC (Cadmium),00:00:00,00:00:00,PL (Poland)
Magdalena,2022-01-17 20:24:48,00:10:46,,Dziewczyny nad wyraz: Sezon 4: Miłość (Odcinek 15),,Chrome PC (Cadmium),00:11:35,Not latest view,PL (Poland)
Magdalena,2022-01-17 19:44:10,00:40:00,,Dziewczyny nad wyraz: Sezon 4: Prawda was wyzwoli (Odcinek 14),,Chrome PC (Cadmium),00:40:49,00:40:49,PL (Poland)
Magdalena,2022-01-17 19:09:15,00:34:54,,Dziewczyny nad wyraz: Sezon 4: Straty (Odcinek 13),,Chrome PC (Cadmium),00:40:43,00:40:43,PL (Poland)
Magdalena,2022-01-17 18:29:52,00:01:07,,Dziewczyny nad wyraz: Sezon 4: Straty (Odcinek 13),,Chrome PC (Cadmium),00:05:48,Not latest view,PL (Poland)
Magdalena,2022-01-17 18:28:50,00:00:36,,Dziewczyny nad wyraz: Sezon 4: Miłość (Odcinek 15),,Chrome PC (Cadmium),00:00:36,Not latest view,PL (Poland)
Magdalena,2022-01-17 18:26:50,00:00:43,Autoplayed: user action: None; ,Greg Davies: You Magnificent Beast (teaser),TRAILER,Chrome PC (Cadmium),00:00:00,00:00:00,PL (Poland)
Magdalena,2022-01-17 07:24:38,00:00:30,Autoplayed: user action: None; ,Kroniki Seinfelda: Sezon 6: Chinka (Odcinek 4),,Chrome PC (Cadmium),00:00:30,Not latest view,PL (Poland)
Magdalena,2022-01-17 06:58:26,00:22:47,,Kroniki Seinfelda: Sezon 6: Zbiórka (Odcinek 3),,Chrome PC (Cadmium),00:22:47,00:22:47,PL (Poland)
Magdalena,2022-01-17 06:55:56,00:02:11,,Kroniki Seinfelda: Sezon 6: Duża sałatka (Odcinek 2),,Chrome PC (Cadmium),00:22:13,00:22:13,PL (Poland)
Magdalena,2022-01-17 06:54:35,00:01:04,Autoplayed: user action: None; ,Maz Jobrani: Immigrant (zwiastun),TRAILER,Chrome PC (Cadmium),00:01:04,00:01:04,PL (Poland)
Magdalena,2022-01-16 22:04:49,00:25:11,,Jen Kirkman: Just Keep Livin’?,,Chrome PC (Cadmium),00:25:11,00:25:11,PL (Poland)
Magdalena,2022-01-16 21:12:23,00:01:46,,Simon Amstell: Set Free,,Chrome PC (Cadmium),00:01:46,00:01:46,PL (Poland)
Magdalena,2022-01-16 21:11:41,00:00:14,Autoplayed: user action: None; ,David Brent: Życie w trasie (zwiastun),TRAILER,Chrome PC (Cadmium),00:00:14,00:00:14,PL (Poland)
Magdalena,2022-01-16 18:56:30,00:04:04,,I'm Brent Morin,,Chrome PC (Cadmium),00:04:04,00:04:04,PL (Poland)
Magdalena,2022-01-16 18:56:24,00:00:04,Autoplayed: user action: None; ,I'm Brent Morin (zwiastun),TRAILER,Chrome PC (Cadmium),00:00:05,00:00:05,PL (Poland)
Magdalena,2022-01-16 18:55:29,00:00:11,Autoplayed: user action: None; ,Potrzebny mi Roger Stone (zwiastun),TRAILER,Chrome PC (Cadmium),00:00:11,00:00:11,PL (Poland)
Magdalena,2022-01-16 07:33:45,00:16:51,,Kroniki Seinfelda: Sezon 6: Duża sałatka (Odcinek 2),,Chrome PC (Cadmium),00:20:04,Not latest view,PL (Poland)
Magdalena,2022-01-16 07:33:20,00:00:04,Autoplayed: user action: None; ,Porady różowej brygady: Wycieczka do Japonii! (zwiastun),TRAILER,Chrome PC (Cadmium),00:00:04,00:00:04,PL (Poland)
Magdalena,2022-01-15 22:15:29,00:23:04,,Porady różowej brygady: Sezon 1: Yeti w nowej odsłonie (Odcinek 2),,Chrome PC (Cadmium),00:23:10,Not latest view,PL (Poland)
Magdalena,2022-01-15 21:28:49,00:46:37,,Porady różowej brygady: Sezon 1: Brzydkiego nie upiększysz (Odcinek 1),,Chrome PC (Cadmium),00:46:37,00:46:37,PL (Poland)
Magdalena,2022-01-15 21:28:12,00:00:31,,Porady różowej brygady: Sezon 6: Odkrycie w Broken Spoke (Odcinek 1),,Chrome PC (Cadmium),00:00:31,00:00:31,PL (Poland)
Magdalena,2022-01-15 21:27:04,00:00:34,Autoplayed: user action: None; ,I'm Brent Morin (zwiastun),TRAILER,Chrome PC (Cadmium),00:00:35,Not latest view,PL (Poland)
Magdalena,2022-01-15 20:31:09,00:01:42,Autoplayed: user action: None; ,I'm Brent Morin (zwiastun),TRAILER,Chrome PC (Cadmium),00:01:43,Not latest view,PL (Poland)
Magdalena,2022-01-15 20:30:51,00:00:04,Autoplayed: user action: None; ,Hari Kondabolu: Warn Your Relatives_hook_05_16x9,HOOK,Chrome PC (Cadmium),00:00:04,00:00:04,PL (Poland)
Magdalena,2022-01-15 20:28:55,00:01:10,Autoplayed: user action: None; ,Sezon 1 (Klip): Archiwum 81,HOOK,Chrome PC (Cadmium),00:00:00,00:00:00,PL (Poland)
Magdalena,2022-01-15 15:31:20,01:42:04,,Kolacja dla czworga,,Chrome PC (Cadmium),01:39:54,01:39:54,PL (Poland)
Magdalena,2022-01-15 15:29:57,00:01:09,Autoplayed: user action: None; ,Zwiastun: Kolacja dla czworga,TRAILER,Chrome PC (Cadmium),00:01:09,00:01:09,PL (Poland)
Magdalena,2022-01-15 08:24:45,00:03:13,Autoplayed: user action: None; ,Kroniki Seinfelda: Sezon 6: Duża sałatka (Odcinek 2),,Chrome PC (Cadmium),00:03:13,Not latest view,PL (Poland)
Magdalena,2022-01-15 08:01:58,00:22:46,,Kroniki Seinfelda: Sezon 6: Przyzwoitka (Odcinek 1),,Chrome PC (Cadmium),00:22:46,00:22:46,PL (Poland)
Magdalena,2022-01-15 07:36:13,00:23:08,,Kroniki Seinfelda: Sezon 5: Przeciwieństwa (Odcinek 21),,Chrome PC (Cadmium),00:23:08,00:23:08,PL (Poland)
Magdalena,2022-01-15 07:35:06,00:01:06,,Kroniki Seinfelda: Sezon 5: Wyjazd do Hampton (Odcinek 20),,Chrome PC (Cadmium),00:22:49,00:22:49,PL (Poland)
Magdalena,2022-01-15 07:30:56,00:01:02,Autoplayed: user action: None; ,Sezon 3 (Klip): After Life,HOOK,Chrome PC (Cadmium),00:00:00,00:00:00,PL (Poland)
Magdalena,2022-01-14 05:54:53,00:22:16,,Kroniki Seinfelda: Sezon 5: Wyjazd do Hampton (Odcinek 20),,Chrome PC (Cadmium),00:22:16,Not latest view,PL (Poland)
Magdalena,2022-01-14 05:54:53,00:21:43,,Kroniki Seinfelda: Sezon 5: Wyjazd do Hampton (Odcinek 20),,Chrome PC (Cadmium),00:21:43,Not latest view,PL (Poland)
Magdalena,2022-01-14 05:53:43,00:01:04,,Kroniki Seinfelda: Sezon 5: Pożar (Odcinek 19),,Chrome PC (Cadmium),00:01:04,00:01:04,PL (Poland)
Magdalena,2022-01-14 05:49:42,00:01:10,Autoplayed: user action: None; ,Sezon 1 (zwiastun): Kupić plażę,TRAILER,Chrome PC (Cadmium),00:00:00,00:00:00,PL (Poland)
Magdalena,2022-01-13 22:15:57,00:00:31,Autoplayed: user action: None; ,Sezon 1 (teaser nr 1): Agentki z Tampa Bay,TEASER_TRAILER,Chrome PC (Cadmium),00:00:31,00:00:31,PL (Poland)
Magdalena,2022-01-13 21:34:24,00:33:33,,Agentki z Tampa Bay: Sezon 1: Kto nas opuści? (Odcinek 8),,Chrome PC (Cadmium),00:33:39,00:33:39,PL (Poland)
Magdalena,2022-01-13 21:09:48,00:24:35,,Agentki z Tampa Bay: Sezon 1: Nowe możliwości i trudne wybory (Odcinek 7),,Chrome PC (Cadmium),00:24:35,00:24:35,PL (Poland)
Magdalena,2022-01-13 21:09:24,00:00:22,Autoplayed: user action: None; ,Sezon 1 (teaser nr 1): Agentki z Tampa Bay,TEASER_TRAILER,Chrome PC (Cadmium),00:00:22,Not latest view,PL (Poland)
Magdalena,2022-01-13 21:08:30,00:00:29,Autoplayed: user action: None; ,Bez wahania (Klip): Bez wahania,HOOK,Chrome PC (Cadmium),00:00:00,00:00:00,PL (Poland)
Magdalena,2022-01-13 06:52:29,00:20:58,,Kroniki Seinfelda: Sezon 5: Pożar (Odcinek 19),,Chrome PC (Cadmium),00:20:58,Not latest view,PL (Poland)
